NCT ID,Acronym,Overall Status,Start Date,Conditions,Interventions,Locations,Primary Completion Date,Study First Post Date,Last Update Post Date,Study Type,Phases,Sponsor,Sponsor Type,Disease,category
NCT04975516,Unknown,RECRUITING,2023-07-18,"Metastatic Pancreatic Adenocarcinoma, Stage IV Pancreatic Cancer AJCC V8, Recurrent Pancreatic Adenocarcinoma, Oligometastatic Pancreatic Ductal Adenocarcinoma","Chemotherapy, Stereotactic Body Radiation Therapy, Computed Tomography, Magnetic Resonance Imaging, Biospecimen Collection, Questionnaire Administration",Jacksonville - United States,2026-07-02,2021-07-23,2025-02-26,INTERVENTIONAL,PHASE2,Mayo Clinic,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT01138124,Unknown,COMPLETED,2010-03,"Renal Pelvis Cancer, Restless Legs Syndrome, Epilepsy, Neuropathic Pain, Chronic Pancreatitis, Hypertension, Pancreatic Cancer, Diabetes, Renal Cancer, Renal Cell Carcinoma",Gabapentin prescriptions,No locations listed,2010-08,2010-06-07,2017-05-30,OBSERVATIONAL,Not Available,GlaxoSmithKline,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT06090916,Unknown,RECRUITING,2023-01-17,"Stage III Pancreatic Cancer, Pancreatic Adenocarcinoma Non-resectable","Best Practice, Dietary Intervention, Medical Chart Review, Medical Device Usage and Evaluation, Nutritional Assessment, Questionnaire Administration",Los Angeles - United States,2025-01-31,2023-10-19,2024-07-08,INTERVENTIONAL,,Jonsson Comprehensive Cancer Center,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT05187416,Unknown,UNKNOWN,2022-02-01,Pancreatic Neoplasms,two-dimensional shear wave elastography,Xi'an - China,2022-10-01,2022-01-11,2022-01-19,OBSERVATIONAL,Not Available,Xijing Hospital,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT01832116,MMOT,COMPLETED,2013-03,"Ovarian Neoplasms, Ovarian Diseases, Adnexal Diseases, Pancreatic Neoplasms, Digestive System Neoplasms, Digestive System Diseases, Pancreatic Diseases",89Zr-MMOT0530A,"Amsterdam - Netherlands, Groningen - Netherlands",2014-05,2013-04-15,2024-05-03,INTERVENTIONAL,PHASE1,University Medical Center Groningen,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT05907824,Unknown,RECRUITING,2023-05-01,Non Functioning Pancreatic Endocrine Tumor,"Histopathological review, long-term prognosis and quality of life follow-up",Shanghai - China,2023-12-31,2023-06-18,2023-09-13,OBSERVATIONAL,Not Available,Fudan University,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT03207724,OnFX,COMPLETED,2017-10-16,"Pancreatic Cancer, Cachexia, Weight Loss",Xilonix plus Onivyde and 5FU,Los Angeles - United States,2019-11-21,2017-07-05,2020-12-30,INTERVENTIONAL,PHASE1,"Andrew Hendifar, MD",OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT00003216,Unknown,COMPLETED,1998-07,Pancreatic Cancer,"fluorouracil, gemcitabine hydrochloride, radiation therapy","Birmingham - United States, Mobile - United States, Phoenix - United States, Phoenix - United States, Tucson - United States, Tucson - United States, Little Rock - United States, Little Rock - United States, Duarte - United States, Los Angeles - United States, Los Angeles - United States, Los Angeles - United States, Martinez - United States, Oakland - United States, Orange - United States, Sacramento - United States, San Francisco - United States, Santa Rosa - United States, Travis Air Force Base - United States, Denver - United States, Denver - United States, Washington - United States, Jacksonville - United States, Atlanta - United States, Fort Gordon - United States, Honolulu - United States, Honolulu - United States, Chicago - United States, Chicago - United States, Chicago - United States, Decatur - United States, Hines - United States, Maywood - United States, Kansas City - United States, Wichita - United States, Wichita - United States, Lexington - United States, Lexington - United States, New Orleans - United States, New Orleans - United States, New Orleans - United States, Shreveport - United States, Shreveport - United States, Boston - United States, Jamaica Plain - United States, Ann Arbor - United States, Ann Arbor - United States, Ann Arbor - United States, Detroit - United States, Detroit - United States, Detroit - United States, Royal Oak - United States, Southfield - United States, Duluth - United States, Biloxi - United States, Jackson - United States, Jackson - United States, Keesler AFB - United States, Kansas City - United States, Kansas City - United States, Saint Louis - United States, Saint Louis - United States, Springfield - United States, Billings - United States, Albuquerque - United States, Albuquerque - United States, Albany - United States, Buffalo - United States, New York - United States, New York - United States, Rochester - United States, Winston-Salem - United States, Cincinnati - United States, Cincinnati - United States, Cleveland - United States, Columbus - United States, Columbus - United States, Dayton - United States, Kettering - United States, Oklahoma City - United States, Oklahoma City - United States, Portland - United States, Portland - United States, Portland - United States, Charleston - United States, Charleston - United States, Greenville - United States, Spartanburg - United States, Fort Sam Houston - United States, Galveston - United States, Houston - United States, Houston - United States, Houston - United States, Lubbock - United States, San Antonio - United States, San Antonio - United States, Temple - United States, Temple - United States, Salt Lake City - United States, Salt Lake City - United States, Norfolk - United States, Seattle - United States, Seattle - United States, Seattle - United States, Tacoma - United States, Tacoma - United States, Vancouver - Canada",2005-10,2003-01-27,2013-11-19,INTERVENTIONAL,PHASE3,Radiation Therapy Oncology Group,NETWORK,pancreatic_cancer,all_disease_procesed.csv
NCT05013216,Unknown,RECRUITING,2022-04-11,"High Risk Cancer, Pancreatic Cancer","Cohort A: Patients at high risk of developing pancreatic cancer., Cohort B: Patients must have evidence of a pancreatic cystic neoplasm",Baltimore - United States,2026-05-01,2021-08-19,2024-08-09,INTERVENTIONAL,PHASE1,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT06158516,Unknown,NOT_YET_RECRUITING,2023-11-30,Pancreatic Neuroendocrine Tumor,"Surufatinib, Placebo",Shanghai - China,2026-11-29,2023-12-06,2023-12-06,INTERVENTIONAL,PHASE2,Changhai Hospital,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT04330716,GeneBOPP,COMPLETED,2020-12-01,"Breast Cancer, Ovarian Cancer, Pancreatic Cancer, Metastatic Prostate Cancer","Standard Genetic Counseling, Educational Video","Boston - United States, Brighton - United States, Milford - United States, Weymouth - United States, Londonderry - United States, Providence - United States",2023-12-31,2020-04-01,2024-01-19,INTERVENTIONAL,,Dana-Farber Cancer Institute,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT02559674,Unknown,COMPLETED,2016-07,Advanced Pancreatic Cancer,"Gemcitabine, Nab-paclitaxel, ALT-803",Honolulu - United States,2018-02-21,2015-09-24,2020-01-27,INTERVENTIONAL,PHASE1,Altor BioScience,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT03251365,Unknown,UNKNOWN,2017-07-27,Resectable Pancreatic Adenocarcinoma,HIPEC-gemcitabine,Ciudad Real - Spain,2020-12-31,2017-08-16,2017-08-16,INTERVENTIONAL,PHASE3,Hospital General de Ciudad Real,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT01964430,apact,COMPLETED,2014-03-28,"Pancreatic Neoplasms, Digestive System Neoplasms, Neoplasms by Site, Neoplasms, Endocrine Gland Neoplasms, Pancreatic Diseases, Digestive System Diseases, Endocrine System Diseases, Gemcitabine, Antimetabolites, Antineoplastic","nab-Paclitaxel, Gemcitabine","Scottsdale - United States, Scottsdale - United States, La Jolla - United States, Los Angeles - United States, Sacramento - United States, Sacramento - United States, San Francisco - United States, San Francisco - United States, Santa Monica - United States, Aurora - United States, Denver - United States, Denver - United States, New Haven - United States, Boca Raton - United States, Boca Raton - United States, Fort Myers - United States, Fort Myers - United States, Gainesville - United States, Gainesville - United States, Gainesville - United States, Miami - United States, Orlando - United States, Orlando - United States, Tampa - United States, Atlanta - United States, Chicago - United States, Evanston - United States, Niles - United States, Louisville - United States, New Orleans - United States, New Orleans - United States, Boston - United States, Boston - United States, Boston - United States, Boston - United States, Boston - United States, Ann Arbor - United States, Ann Arbor - United States, Detroit - United States, Rochester - United States, Rochester - United States, Omaha - United States, Omaha - United States, Basking Ridge - United States, Basking Ridge - United States, Livingston - United States, Buffalo - United States, Buffalo - United States, Commack - United States, Harrison - United States, Lake Success - United States, New York - United States, New York - United States, New York - United States, New York - United States, Rochester - United States, Rochester - United States, Rockville Center - United States, Rockville Center - United States, Sleepy Hollow - United States, Syracuse - United States, Winston-Salem - United States, Winston-Salem - United States, Cincinnati - United States, Cincinnati - United States, Cincinnati - United States, Cleveland - United States, Cleveland - United States, Cleveland - United States, Cleveland - United States, Cleveland - United States, Cleveland - United States, Cleveland - United States, Columbus - United States, Columbus - United States, Oklahoma City - United States, Oklahoma City - United States, Portland - United States, Portland - United States, Philadelphia - United States, Philadelphia - United States, Philadelphia - United States, Pittsburgh - United States, Pittsburgh - United States, Chattanooga - United States, Chattanooga - United States, Nashville - United States, Nashville - United States, Nashville - United States, Nashville - United States, Dallas - United States, Dallas - United States, Dallas - United States, Dallas - United States, Dallas - United States, Fort Worth - United States, Fort Worth - United States, Houston - United States, Houston - United States, Tyler - United States, Charlottesville - United States, Charlottesville - United States, Seattle - United States, Seattle - United States, Seattle - United States, Madison - United States, Madison - United States, Garran - Australia, Garran - Australia, Darlinghurst - Australia, St Leonards - Australia, St Leonards - Australia, Herston - Australia, Milton - Australia, Milton - Australia, Bentleigh East - Australia, Subiaco - Australia, Subiaco - Australia, Bentleigh East - Australia, Darlinghurst - Australia, Heidelberg - Australia, Heidelberg - Australia, Herston - Australia, Malvern - Australia, Malvern - Australia, Randwick - Australia, Randwick - Australia, Woodville South - Australia, Graz - Austria, Graz - Austria, Innsbruck - Austria, Innsbruck - Austria, Linz - Austria, Linz - Austria, Salzburg - Austria, Salzburg - Austria, Wels - Austria, Wels - Austria, Wiener Neustadt - Austria, Wiener Neustadt - Austria, Wien - Austria, Wien - Austria, Wien - Austria, Wien - Austria, Brussels - Belgium, Brussels - Belgium, Edegem - Belgium, Gent - Belgium, Gent - Belgium, Leuven - Belgium, Leuven - Belgium, Calgary - Canada, Calgary - Canada, Toronto - Canada, Toronto - Canada, Toronto - Canada, Toronto - Canada, Montreal - Canada, Montreal - Canada, Montreal - Canada, Montreal - Canada, Hradec Kralove - Czechia, Hradec Kralove - Czechia, Liberec - Czechia, Zlin - Czechia, Zlin - Czechia, Aalborg - Denmark, Aalborg - Denmark, Herlev - Denmark, Herlev - Denmark, Odense C - Denmark, Odense C - Denmark, Tampere - Finland, Helsinki - Finland, Helsinki - Finland, Tampere - Finland, Turku - Finland, Turku - Finland, Angers cedex 09 - France, Angers cedex 09 - France, Creteil - France, Lille - France, Lille - France, Lyon Cedex 3 - France, Lyon Cedex 3 - France, Lyon - France, Lyon - France, Paris - France, Paris - France, Paris - France, Paris - France, Paris - France, Poitiers Cedex - France, Poitiers Cedex - France, Toulose - France, Toulose - France, Bayern - Germany, Bayern - Germany, Berlin - Germany, Berlin - Germany, Dresden - Germany, Dresden - Germany, Essen - Germany, Frankfurt - Germany, Frankfurt - Germany, Frechen - Germany, Frechen - Germany, Friedrichshafen - Germany, Friedrichshafen - Germany, Greifswald - Germany, Greifswald - Germany, Hamburg - Germany, Hamburg - Germany, Köln - Germany, Köln - Germany, Magdeburg - Germany, Magdeburg - Germany, Mainz - Germany, Mainz - Germany, München - Germany, München - Germany, München - Germany, München - Germany, Tübingen - Germany, Tübingen - Germany, Würzburg - Germany, Würzburg - Germany, Hong Kong - Hong Kong, Hong Kong - Hong Kong, Hong Kong - Hong Kong, Sha Tin - Hong Kong, Sha Tin - Hong Kong, Budapest - Hungary, Budapest - Hungary, Budapest - Hungary, Budapest - Hungary, Debrecen - Hungary, Debrecen - Hungary, Gyor - Hungary, Gyor - Hungary, Szeged - Hungary, Szeged - Hungary, Szolnok - Hungary, Cork - Ireland, Cork - Ireland, Dublin 4 - Ireland, Dublin 4 - Ireland, Terni - Italy, Ancona - Italy, Ancona - Italy, Bologna - Italy, Bologna - Italy, Firenze - Italy, Firenze - Italy, Meldola - Italy, Meldola - Italy, Milano - Italy, Milano - Italy, Milano - Italy, Milano - Italy, Pisa - Italy, Pisa - Italy, Reggio Emilia - Italy, Reggio Emilia - Italy, Roma - Italy, Roma - Italy, Roma - Italy, Roma - Italy, Rozzano (MI) - Italy, Rozzano (MI) - Italy, San Giovanni Rotondo - Italy, San Giovanni Rotondo - Italy, Terni - Italy, Verona - Italy, Verona - Italy, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Seoul - Korea, Republic of, Amsterdam - Netherlands, Amsterdam - Netherlands, Eindhoven - Netherlands, Eindhoven - Netherlands, Zwolle - Netherlands, Zwolle - Netherlands, Lisboa - Portugal, Lisboa - Portugal, Lisboa - Portugal, Lisboa - Portugal, Porto - Portugal, Porto - Portugal, Singapore - Singapore, Singapore - Singapore, Singapore - Singapore, Singapore - Singapore, Santander - Spain, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Barcelona - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Madrid - Spain, Malaga - Spain, Malaga - Spain, Pamplona/ Navarra - Spain, Pamplona/ Navarra - Spain, Santander - Spain, Santiago De Compostela - Spain, Santiago De Compostela - Spain, Sevilla - Spain, Sevilla - Spain, Taichung - Taiwan, Taichung - Taiwan, Tainan, Taiana - Taiwan, Tainan, Taiana - Taiwan, Taipei - Taiwan, Taipei - Taiwan, Taipei - Taiwan, Taipei - Taiwan, Taoyuan - Taiwan, Taoyuan - Taiwan, Tapei - Taiwan, Tapei - Taiwan, Cambridge - United Kingdom, Cambridge - United Kingdom, Glasgow - United Kingdom, Glasgow - United Kingdom, Sheffield South Yorkshire - United Kingdom, Sheffield - United Kingdom",2022-06-30,2013-10-17,2023-06-28,INTERVENTIONAL,PHASE3,Celgene,INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT04588025,Unknown,RECRUITING,2020-10-14,Pancreatic Cancer,"Point-of-care Portable Perfusion Phantom, P4","Birmingham - United States, Nashville - United States",2025-10,2020-10-19,2024-10-09,INTERVENTIONAL,,University of Alabama at Birmingham,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT00498225,GEST,COMPLETED,2007-07,Pancreatic Cancer,"Gemcitabine plus TS-1, TS-1, Gemcitabine","Tokyo - Japan, No.100, Tzyou 1st Rd., Kaohsiung - Taiwan, No.123, Ta-Pei Rd., Niao-Sung Hsiang, Kaohsiung Hsien - Taiwan, No.135, Nanxiao St., Changhua - Taiwan, No.138, Sheng Li Road,Tainan - Taiwan, No.2, Yuh-Der Rd.,Taichung - Taiwan, No.201, Sec. 2, Shih-Pai road, Taipei - Taiwan, No.201, Taikang Village, Liou Ying Township, Tainan - Taiwan, No.5, Fu-Hsing St. Kuei Shan Hsiang, Taoyuan Hsien - Taiwan, No.7, Chung San South Road, Taipei - Taiwan, No.901, Chung Hwa Rd., Yong Kang city, Tainan - Taiwan, No.92, Sec. 2, Zhongshan N. Rd., Taipei - Taiwan",2011-07,2007-07-09,2012-11-02,INTERVENTIONAL,PHASE3,"Taiho Pharmaceutical Co., Ltd.",INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
NCT00660348,Unknown,TERMINATED,2008-03,"Pain, Pancreatic Cancer","morphine sulfate, Medtronic intrathecal pump",Baltimore - United States,2011-03,2008-04-17,2014-10-08,INTERVENTIONAL,,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,OTHER,pancreatic_cancer,all_disease_procesed.csv
NCT00005648,Unknown,COMPLETED,1999-11,Pancreatic Neoplasms,"Gemcitabine with R115777, Gemcitabine with Placebo",No locations listed,Unknown Date,2004-05-21,2011-05-19,INTERVENTIONAL,PHASE3,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",INDUSTRY,pancreatic_cancer,all_disease_procesed.csv
